game_id,fecha,local,visitante,estadio
824352,2026-05-30,Colorado Rockies,San Francisco Giants,Coors Field
825000,2026-05-30,Athletics,New York Yankees,Sutter Health Park
823132,2026-05-30,Seattle Mariners,Arizona Diamondbacks,T-Mobile Park
823945,2026-05-30,Los Angeles Dodgers,Philadelphia Phillies,UNIQLO Field at Dodger Stadium
824832,2026-05-31,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards
822729,2026-05-31,Washington Nationals,San Diego Padres,Nationals Park
823373,2026-05-31,Pittsburgh Pirates,Minnesota Twins,PNC Park
824430,2026-05-31,Cleveland Guardians,Boston Red Sox,Progressive Field
822976,2026-05-31,Tampa Bay Rays,Los Angeles Angels,Tropicana Field
824512,2026-05-31,Cincinnati Reds,Atlanta Braves,Great American Ball Park
823621,2026-05-31,New York Mets,Miami Marlins,Citi Field
824592,2026-05-31,Chicago White Sox,Detroit Tigers,Rate Field
824187,2026-05-31,Houston Astros,Milwaukee Brewers,Daikin Park
822895,2026-05-31,Texas Rangers,Kansas City Royals,Globe Life Field
824354,2026-05-31,Colorado Rockies,San Francisco Giants,Coors Field
825001,2026-05-31,Athletics,New York Yankees,Sutter Health Park
823133,2026-05-31,Seattle Mariners,Arizona Diamondbacks,T-Mobile Park
823944,2026-05-31,Los Angeles Dodgers,Philadelphia Phillies,UNIQLO Field at Dodger Stadium
823053,2026-05-31,St. Louis Cardinals,Chicago Cubs,Busch Stadium
822974,2026-06-01,Tampa Bay Rays,Detroit Tigers,Tropicana Field
822730,2026-06-01,Washington Nationals,Miami Marlins,Nationals Park
824510,2026-06-01,Cincinnati Reds,Kansas City Royals,Great American Ball Park
823702,2026-06-01,Minnesota Twins,Chicago White Sox,Target Field
823781,2026-06-01,Milwaukee Brewers,San Francisco Giants,American Family Field
823050,2026-06-01,St. Louis Cardinals,Texas Rangers,Busch Stadium
824027,2026-06-01,Los Angeles Angels,Colorado Rockies,Angel Stadium
825078,2026-06-01,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field
823131,2026-06-01,Seattle Mariners,New York Mets,T-Mobile Park
822971,2026-06-02,Tampa Bay Rays,Detroit Tigers,Tropicana Field
823460,2026-06-02,Philadelphia Phillies,San Diego Padres,Citizens Bank Park
824754,2026-06-02,Boston Red Sox,Baltimore Orioles,Fenway Park
822728,2026-06-02,Washington Nationals,Miami Marlins,Nationals Park
823541,2026-06-02,New York Yankees,Cleveland Guardians,Yankee Stadium
824511,2026-06-02,Cincinnati Reds,Kansas City Royals,Great American Ball Park
824918,2026-06-02,Atlanta Braves,Toronto Blue Jays,Truist Park
823700,2026-06-02,Minnesota Twins,Chicago White Sox,Target Field
823782,2026-06-02,Milwaukee Brewers,San Francisco Giants,American Family Field
823052,2026-06-02,St. Louis Cardinals,Texas Rangers,Busch Stadium
824675,2026-06-02,Chicago Cubs,Athletics,Wrigley Field
824189,2026-06-02,Houston Astros,Pittsburgh Pirates,Daikin Park
824026,2026-06-02,Los Angeles Angels,Colorado Rockies,Angel Stadium
825079,2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field
823129,2026-06-02,Seattle Mariners,New York Mets,T-Mobile Park
822727,2026-06-03,Washington Nationals,Miami Marlins,Nationals Park
822973,2026-06-03,Tampa Bay Rays,Detroit Tigers,Tropicana Field
823701,2026-06-03,Minnesota Twins,Chicago White Sox,Target Field
823130,2026-06-03,Seattle Mariners,New York Mets,T-Mobile Park
823456,2026-06-03,Philadelphia Phillies,San Diego Padres,Citizens Bank Park
824755,2026-06-03,Boston Red Sox,Baltimore Orioles,Fenway Park
823540,2026-06-03,New York Yankees,Cleveland Guardians,Yankee Stadium
824509,2026-06-03,Cincinnati Reds,Kansas City Royals,Great American Ball Park
824917,2026-06-03,Atlanta Braves,Toronto Blue Jays,Truist Park
823780,2026-06-03,Milwaukee Brewers,San Francisco Giants,American Family Field
823051,2026-06-03,St. Louis Cardinals,Texas Rangers,Busch Stadium
824671,2026-06-03,Chicago Cubs,Athletics,Wrigley Field
824188,2026-06-03,Houston Astros,Pittsburgh Pirates,Daikin Park
824024,2026-06-03,Los Angeles Angels,Colorado Rockies,Angel Stadium
825077,2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field
823457,2026-06-04,Philadelphia Phillies,San Diego Padres,Citizens Bank Park
824753,2026-06-04,Boston Red Sox,Baltimore Orioles,Fenway Park
823542,2026-06-04,New York Yankees,Cleveland Guardians,Yankee Stadium
823779,2026-06-04,Milwaukee Brewers,San Francisco Giants,American Family Field
824919,2026-06-04,Atlanta Braves,Toronto Blue Jays,Truist Park
823698,2026-06-04,Minnesota Twins,Kansas City Royals,Target Field
824672,2026-06-04,Chicago Cubs,Athletics,Wrigley Field
824185,2026-06-04,Houston Astros,Pittsburgh Pirates,Daikin Park
825076,2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field
824673,2026-06-05,Chicago Cubs,San Francisco Giants,Wrigley Field
824271,2026-06-05,Detroit Tigers,Seattle Mariners,Comerica Park
823455,2026-06-05,Philadelphia Phillies,Chicago White Sox,Citizens Bank Park
823538,2026-06-05,New York Yankees,Boston Red Sox,Yankee Stadium
822810,2026-06-05,Toronto Blue Jays,Baltimore Orioles,Rogers Centre
823860,2026-06-05,Miami Marlins,Tampa Bay Rays,loanDepot park
824914,2026-06-05,Atlanta Braves,Pittsburgh Pirates,Truist Park
824186,2026-06-05,Houston Astros,Athletics,Daikin Park
823049,2026-06-05,St. Louis Cardinals,Cincinnati Reds,Busch Stadium
822892,2026-06-05,Texas Rangers,Cleveland Guardians,Globe Life Field
823699,2026-06-05,Minnesota Twins,Kansas City Royals,Target Field
824350,2026-06-05,Colorado Rockies,Milwaukee Brewers,Coors Field
825073,2026-06-05,Arizona Diamondbacks,Washington Nationals,Chase Field
823293,2026-06-05,San Diego Padres,New York Mets,Petco Park
823943,2026-06-05,Los Angeles Dodgers,Los Angeles Angels,UNIQLO Field at Dodger Stadium
824269,2026-06-06,Detroit Tigers,Seattle Mariners,Comerica Park
823697,2026-06-06,Minnesota Twins,Kansas City Royals,Target Field
823048,2026-06-06,St. Louis Cardinals,Cincinnati Reds,Busch Stadium
824669,2026-06-06,Chicago Cubs,San Francisco Giants,Wrigley Field
822808,2026-06-06,Toronto Blue Jays,Baltimore Orioles,Rogers Centre
823454,2026-06-06,Philadelphia Phillies,Chicago White Sox,Citizens Bank Park
825075,2026-06-06,Arizona Diamondbacks,Washington Nationals,Chase Field
824184,2026-06-06,Houston Astros,Athletics,Daikin Park
824915,2026-06-06,Atlanta Braves,Pittsburgh Pirates,Truist Park
823859,2026-06-06,Miami Marlins,Tampa Bay Rays,loanDepot park
822891,2026-06-06,Texas Rangers,Cleveland Guardians,Globe Life Field
824351,2026-06-06,Colorado Rockies,Milwaukee Brewers,Coors Field
823942,2026-06-06,Los Angeles Dodgers,Los Angeles Angels,UNIQLO Field at Dodger Stadium
823292,2026-06-06,San Diego Padres,New York Mets,Petco Park
823539,2026-06-06,New York Yankees,Boston Red Sox,Yankee Stadium
824916,2026-06-07,Atlanta Braves,Pittsburgh Pirates,Truist Park
823453,2026-06-07,Philadelphia Phillies,Chicago White Sox,Citizens Bank Park
823537,2026-06-07,New York Yankees,Boston Red Sox,Yankee Stadium
822807,2026-06-07,Toronto Blue Jays,Baltimore Orioles,Rogers Centre
824268,2026-06-07,Detroit Tigers,Seattle Mariners,Comerica Park
823857,2026-06-07,Miami Marlins,Tampa Bay Rays,loanDepot park
824183,2026-06-07,Houston Astros,Athletics,Daikin Park
823696,2026-06-07,Minnesota Twins,Kansas City Royals,Target Field
823047,2026-06-07,St. Louis Cardinals,Cincinnati Reds,Busch Stadium
822890,2026-06-07,Texas Rangers,Cleveland Guardians,Globe Life Field
824349,2026-06-07,Colorado Rockies,Milwaukee Brewers,Coors Field
825074,2026-06-07,Arizona Diamondbacks,Washington Nationals,Chase Field
823941,2026-06-07,Los Angeles Dodgers,Los Angeles Angels,UNIQLO Field at Dodger Stadium
823291,2026-06-07,San Diego Padres,New York Mets,Petco Park
824670,2026-06-07,Chicago Cubs,San Francisco Giants,Wrigley Field
824829,2026-06-08,Baltimore Orioles,Seattle Mariners,Oriole Park at Camden Yards
822972,2026-06-08,Tampa Bay Rays,Boston Red Sox,Tropicana Field
824427,2026-06-08,Cleveland Guardians,New York Yankees,Progressive Field
822806,2026-06-08,Toronto Blue Jays,Philadelphia Phillies,Rogers Centre
824025,2026-06-08,Los Angeles Angels,Houston Astros,Angel Stadium
823289,2026-06-08,San Diego Padres,Cincinnati Reds,Petco Park
823218,2026-06-08,San Francisco Giants,Washington Nationals,Oracle Park
824998,2026-06-08,Athletics,Milwaukee Brewers,Las Vegas Ballpark
824830,2026-06-09,Baltimore Orioles,Seattle Mariners,Oriole Park at Camden Yards
823374,2026-06-09,Pittsburgh Pirates,Los Angeles Dodgers,PNC Park
822969,2026-06-09,Tampa Bay Rays,Boston Red Sox,Tropicana Field
824267,2026-06-09,Detroit Tigers,Minnesota Twins,Comerica Park
823858,2026-06-09,Miami Marlins,Arizona Diamondbacks,loanDepot park
824429,2026-06-09,Cleveland Guardians,New York Yankees,Progressive Field
822805,2026-06-09,Toronto Blue Jays,Philadelphia Phillies,Rogers Centre
823620,2026-06-09,New York Mets,St. Louis Cardinals,Citi Field
824105,2026-06-09,Kansas City Royals,Texas Rangers,Kauffman Stadium
824591,2026-06-09,Chicago White Sox,Atlanta Braves,Rate Field
824347,2026-06-09,Colorado Rockies,Chicago Cubs,Coors Field
824023,2026-06-09,Los Angeles Angels,Houston Astros,Angel Stadium
823290,2026-06-09,San Diego Padres,Cincinnati Reds,Petco Park
823214,2026-06-09,San Francisco Giants,Washington Nationals,Oracle Park
824999,2026-06-09,Athletics,Milwaukee Brewers,Las Vegas Ballpark
822970,2026-06-10,Tampa Bay Rays,Boston Red Sox,Tropicana Field
824428,2026-06-10,Cleveland Guardians,New York Yankees,Progressive Field
823215,2026-06-10,San Francisco Giants,Washington Nationals,Oracle Park
823287,2026-06-10,San Diego Padres,Cincinnati Reds,Petco Park
824831,2026-06-10,Baltimore Orioles,Seattle Mariners,Oriole Park at Camden Yards
823372,2026-06-10,Pittsburgh Pirates,Los Angeles Dodgers,PNC Park
824266,2026-06-10,Detroit Tigers,Minnesota Twins,Comerica Park
823856,2026-06-10,Miami Marlins,Arizona Diamondbacks,loanDepot park
822804,2026-06-10,Toronto Blue Jays,Philadelphia Phillies,Rogers Centre
823618,2026-06-10,New York Mets,St. Louis Cardinals,Citi Field
824103,2026-06-10,Kansas City Royals,Texas Rangers,Kauffman Stadium
824590,2026-06-10,Chicago White Sox,Atlanta Braves,Rate Field
824348,2026-06-10,Colorado Rockies,Chicago Cubs,Coors Field
824996,2026-06-10,Athletics,Milwaukee Brewers,Las Vegas Ballpark
824022,2026-06-10,Los Angeles Angels,Houston Astros,Angel Stadium
823619,2026-06-11,New York Mets,St. Louis Cardinals,Citi Field
824265,2026-06-11,Detroit Tigers,Minnesota Twins,Comerica Park
823855,2026-06-11,Miami Marlins,Arizona Diamondbacks,loanDepot park
824101,2026-06-11,Kansas City Royals,Texas Rangers,Kauffman Stadium
824346,2026-06-11,Colorado Rockies,Chicago Cubs,Coors Field
823371,2026-06-11,Pittsburgh Pirates,Los Angeles Dodgers,PNC Park
824827,2026-06-11,Baltimore Orioles,Seattle Mariners,Oriole Park at Camden Yards
824589,2026-06-11,Chicago White Sox,Atlanta Braves,Rate Field
823370,2026-06-12,Pittsburgh Pirates,Miami Marlins,PNC Park
822726,2026-06-12,Washington Nationals,Seattle Mariners,Nationals Park
824826,2026-06-12,Baltimore Orioles,San Diego Padres,Oriole Park at Camden Yards
824425,2026-06-12,Cleveland Guardians,Detroit Tigers,Progressive Field
824752,2026-06-12,Boston Red Sox,Texas Rangers,Fenway Park
824507,2026-06-12,Cincinnati Reds,Arizona Diamondbacks,Great American Ball Park
823617,2026-06-12,New York Mets,Atlanta Braves,Citi Field
822803,2026-06-12,Toronto Blue Jays,New York Yankees,Rogers Centre
824588,2026-06-12,Chicago White Sox,Los Angeles Dodgers,Rate Field
823778,2026-06-12,Milwaukee Brewers,Philadelphia Phillies,American Family Field
824102,2026-06-12,Kansas City Royals,Houston Astros,Kauffman Stadium
823695,2026-06-12,Minnesota Twins,St. Louis Cardinals,Target Field
824020,2026-06-12,Los Angeles Angels,Tampa Bay Rays,Angel Stadium
824997,2026-06-12,Athletics,Colorado Rockies,Las Vegas Ballpark
823211,2026-06-12,San Francisco Giants,Chicago Cubs,Oracle Park
823694,2026-06-13,Minnesota Twins,St. Louis Cardinals,Target Field
822802,2026-06-13,Toronto Blue Jays,New York Yankees,Rogers Centre
824828,2026-06-13,Baltimore Orioles,San Diego Padres,Oriole Park at Camden Yards
822725,2026-06-13,Washington Nationals,Seattle Mariners,Nationals Park
823369,2026-06-13,Pittsburgh Pirates,Miami Marlins,PNC Park
824508,2026-06-13,Cincinnati Reds,Arizona Diamondbacks,Great American Ball Park
824426,2026-06-13,Cleveland Guardians,Detroit Tigers,Progressive Field
824749,2026-06-13,Boston Red Sox,Texas Rangers,Fenway Park
823616,2026-06-13,New York Mets,Atlanta Braves,Citi Field
824587,2026-06-13,Chicago White Sox,Los Angeles Dodgers,Rate Field
824100,2026-06-13,Kansas City Royals,Houston Astros,Kauffman Stadium
823776,2026-06-13,Milwaukee Brewers,Philadelphia Phillies,American Family Field
824995,2026-06-13,Athletics,Colorado Rockies,Las Vegas Ballpark
823213,2026-06-13,San Francisco Giants,Chicago Cubs,Oracle Park
824019,2026-06-13,Los Angeles Angels,Tampa Bay Rays,Angel Stadium
823368,2026-06-14,Pittsburgh Pirates,Miami Marlins,PNC Park
824823,2026-06-14,Baltimore Orioles,San Diego Padres,Oriole Park at Camden Yards
822722,2026-06-14,Washington Nationals,Seattle Mariners,Nationals Park
822801,2026-06-14,Toronto Blue Jays,New York Yankees,Rogers Centre
824506,2026-06-14,Cincinnati Reds,Arizona Diamondbacks,Great American Ball Park
823615,2026-06-14,New York Mets,Atlanta Braves,Citi Field
824099,2026-06-14,Kansas City Royals,Houston Astros,Kauffman Stadium
823693,2026-06-14,Minnesota Twins,St. Louis Cardinals,Target Field
824586,2026-06-14,Chicago White Sox,Los Angeles Dodgers,Rate Field
823777,2026-06-14,Milwaukee Brewers,Philadelphia Phillies,American Family Field
824994,2026-06-14,Athletics,Colorado Rockies,Las Vegas Ballpark
823212,2026-06-14,San Francisco Giants,Chicago Cubs,Oracle Park
824021,2026-06-14,Los Angeles Angels,Tampa Bay Rays,Angel Stadium
824751,2026-06-14,Boston Red Sox,Texas Rangers,Fenway Park
824424,2026-06-14,Cleveland Guardians,Detroit Tigers,Progressive Field
823452,2026-06-15,Philadelphia Phillies,Miami Marlins,Citizens Bank Park
822724,2026-06-15,Washington Nationals,Kansas City Royals,Nationals Park
824505,2026-06-15,Cincinnati Reds,New York Mets,Great American Ball Park
823046,2026-06-15,St. Louis Cardinals,San Diego Padres,Busch Stadium
824666,2026-06-15,Chicago Cubs,Colorado Rockies,Wrigley Field
822887,2026-06-15,Texas Rangers,Minnesota Twins,Globe Life Field
824181,2026-06-15,Houston Astros,Detroit Tigers,Daikin Park
825071,2026-06-15,Arizona Diamondbacks,Los Angeles Angels,Chase Field
824993,2026-06-15,Athletics,Pittsburgh Pirates,Sutter Health Park
823938,2026-06-15,Los Angeles Dodgers,Tampa Bay Rays,UNIQLO Field at Dodger Stadium
823451,2026-06-16,Philadelphia Phillies,Miami Marlins,Citizens Bank Park
822723,2026-06-16,Washington Nationals,Kansas City Royals,Nationals Park
824750,2026-06-16,Boston Red Sox,Toronto Blue Jays,Fenway Park
823535,2026-06-16,New York Yankees,Chicago White Sox,Yankee Stadium
824504,2026-06-16,Cincinnati Reds,New York Mets,Great American Ball Park
824912,2026-06-16,Atlanta Braves,San Francisco Giants,Truist Park
823775,2026-06-16,Milwaukee Brewers,Cleveland Guardians,American Family Field
823045,2026-06-16,St. Louis Cardinals,San Diego Padres,Busch Stadium
824667,2026-06-16,Chicago Cubs,Colorado Rockies,Wrigley Field
822888,2026-06-16,Texas Rangers,Minnesota Twins,Globe Life Field
824182,2026-06-16,Houston Astros,Detroit Tigers,Daikin Park
825070,2026-06-16,Arizona Diamondbacks,Los Angeles Angels,Chase Field
824991,2026-06-16,Athletics,Pittsburgh Pirates,Sutter Health Park
823128,2026-06-16,Seattle Mariners,Baltimore Orioles,T-Mobile Park
823939,2026-06-16,Los Angeles Dodgers,Tampa Bay Rays,UNIQLO Field at Dodger Stadium
824503,2026-06-17,Cincinnati Reds,New York Mets,Great American Ball Park
822721,2026-06-17,Washington Nationals,Kansas City Royals,Nationals Park
823450,2026-06-17,Philadelphia Phillies,Miami Marlins,Citizens Bank Park
824912,2026-06-17,Atlanta Braves,San Francisco Giants,Truist Park
824178,2026-06-17,Houston Astros,Detroit Tigers,Daikin Park
823044,2026-06-17,St. Louis Cardinals,San Diego Padres,Busch Stadium
823940,2026-06-17,Los Angeles Dodgers,Tampa Bay Rays,UNIQLO Field at Dodger Stadium
825072,2026-06-17,Arizona Diamondbacks,Los Angeles Angels,Chase Field
824746,2026-06-17,Boston Red Sox,Toronto Blue Jays,Fenway Park
823536,2026-06-17,New York Yankees,Chicago White Sox,Yankee Stadium
824913,2026-06-17,Atlanta Braves,San Francisco Giants,Truist Park
823774,2026-06-17,Milwaukee Brewers,Cleveland Guardians,American Family Field
824668,2026-06-17,Chicago Cubs,Colorado Rockies,Wrigley Field
824992,2026-06-17,Athletics,Pittsburgh Pirates,Sutter Health Park
823127,2026-06-17,Seattle Mariners,Baltimore Orioles,T-Mobile Park
824748,2026-06-18,Boston Red Sox,Toronto Blue Jays,Fenway Park
823772,2026-06-18,Milwaukee Brewers,Cleveland Guardians,American Family Field
822889,2026-06-18,Texas Rangers,Minnesota Twins,Globe Life Field
823125,2026-06-18,Seattle Mariners,Baltimore Orioles,T-Mobile Park
823448,2026-06-18,Philadelphia Phillies,New York Mets,Citizens Bank Park
823533,2026-06-18,New York Yankees,Chicago White Sox,Yankee Stadium
824098,2026-06-18,Kansas City Royals,St. Louis Cardinals,Kauffman Stadium
824989,2026-06-18,Athletics,Los Angeles Angels,Sutter Health Park
824911,2026-06-18,Atlanta Braves,San Francisco Giants,Truist Park
824663,2026-06-19,Chicago Cubs,Toronto Blue Jays,Wrigley Field
824264,2026-06-19,Detroit Tigers,Chicago White Sox,Comerica Park
823534,2026-06-19,New York Yankees,Cincinnati Reds,Yankee Stadium
822966,2026-06-19,Tampa Bay Rays,Washington Nationals,Tropicana Field
823853,2026-06-19,Miami Marlins,San Francisco Giants,loanDepot park
824910,2026-06-19,Atlanta Braves,Milwaukee Brewers,Truist Park
822886,2026-06-19,Texas Rangers,San Diego Padres,Globe Life Field
824179,2026-06-19,Houston Astros,Cleveland Guardians,Daikin Park
824097,2026-06-19,Kansas City Royals,St. Louis Cardinals,Kauffman Stadium
824345,2026-06-19,Colorado Rockies,Pittsburgh Pirates,Coors Field
824990,2026-06-19,Athletics,Los Angeles Angels,Sutter Health Park
825069,2026-06-19,Arizona Diamondbacks,Minnesota Twins,Chase Field
823936,2026-06-19,Los Angeles Dodgers,Baltimore Orioles,UNIQLO Field at Dodger Stadium
823124,2026-06-19,Seattle Mariners,Boston Red Sox,T-Mobile Park
824263,2026-06-20,Detroit Tigers,Chicago White Sox,Comerica Park
823532,2026-06-20,New York Yankees,Cincinnati Reds,Yankee Stadium
824665,2026-06-20,Chicago Cubs,Toronto Blue Jays,Wrigley Field
822885,2026-06-20,Texas Rangers,San Diego Padres,Globe Life Field
822967,2026-06-20,Tampa Bay Rays,Washington Nationals,Tropicana Field
823854,2026-06-20,Miami Marlins,San Francisco Giants,loanDepot park
824909,2026-06-20,Atlanta Braves,Milwaukee Brewers,Truist Park
824180,2026-06-20,Houston Astros,Cleveland Guardians,Daikin Park
823447,2026-06-20,Philadelphia Phillies,New York Mets,Citizens Bank Park
824342,2026-06-20,Colorado Rockies,Pittsburgh Pirates,Coors Field
824988,2026-06-20,Athletics,Los Angeles Angels,Sutter Health Park
823937,2026-06-20,Los Angeles Dodgers,Baltimore Orioles,UNIQLO Field at Dodger Stadium
823126,2026-06-20,Seattle Mariners,Boston Red Sox,T-Mobile Park
825068,2026-06-20,Arizona Diamondbacks,Minnesota Twins,Chase Field
823531,2026-06-21,New York Yankees,Cincinnati Reds,Yankee Stadium
824908,2026-06-21,Atlanta Braves,Milwaukee Brewers,Truist Park
822968,2026-06-21,Tampa Bay Rays,Washington Nationals,Tropicana Field
824260,2026-06-21,Detroit Tigers,Chicago White Sox,Comerica Park
823852,2026-06-21,Miami Marlins,San Francisco Giants,loanDepot park
824177,2026-06-21,Houston Astros,Cleveland Guardians,Daikin Park
824095,2026-06-21,Kansas City Royals,St. Louis Cardinals,Kauffman Stadium
822883,2026-06-21,Texas Rangers,San Diego Padres,Globe Life Field
824343,2026-06-21,Colorado Rockies,Pittsburgh Pirates,Coors Field
825067,2026-06-21,Arizona Diamondbacks,Minnesota Twins,Chase Field
824987,2026-06-21,Athletics,Los Angeles Angels,Sutter Health Park
823934,2026-06-21,Los Angeles Dodgers,Baltimore Orioles,UNIQLO Field at Dodger Stadium
823123,2026-06-21,Seattle Mariners,Boston Red Sox,T-Mobile Park
823449,2026-06-21,Philadelphia Phillies,New York Mets,Citizens Bank Park
824664,2026-06-21,Chicago Cubs,Toronto Blue Jays,Wrigley Field
824261,2026-06-22,Detroit Tigers,New York Yankees,Comerica Park
822964,2026-06-22,Tampa Bay Rays,Kansas City Royals,Tropicana Field
823851,2026-06-22,Miami Marlins,Texas Rangers,loanDepot park
822720,2026-06-22,Washington Nationals,Philadelphia Phillies,Nationals Park
822800,2026-06-22,Toronto Blue Jays,Houston Astros,Rogers Centre
824502,2026-06-22,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park
823692,2026-06-22,Minnesota Twins,Los Angeles Dodgers,Target Field
824585,2026-06-22,Chicago White Sox,Cleveland Guardians,Rate Field
823040,2026-06-22,St. Louis Cardinals,Arizona Diamondbacks,Busch Stadium
824344,2026-06-22,Colorado Rockies,Boston Red Sox,Coors Field
824016,2026-06-22,Los Angeles Angels,Baltimore Orioles,Angel Stadium
823288,2026-06-22,San Diego Padres,Atlanta Braves,Petco Park
823613,2026-06-22,New York Mets,Chicago Cubs,Citi Field
822799,2026-06-23,Toronto Blue Jays,Houston Astros,Rogers Centre
823365,2026-06-23,Pittsburgh Pirates,Seattle Mariners,PNC Park
822963,2026-06-23,Tampa Bay Rays,Kansas City Royals,Tropicana Field
823849,2026-06-23,Miami Marlins,Texas Rangers,loanDepot park
824262,2026-06-23,Detroit Tigers,New York Yankees,Comerica Park
822718,2026-06-23,Washington Nationals,Philadelphia Phillies,Nationals Park
823614,2026-06-23,New York Mets,Chicago Cubs,Citi Field
824501,2026-06-23,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park
823690,2026-06-23,Minnesota Twins,Los Angeles Dodgers,Target Field
824584,2026-06-23,Chicago White Sox,Cleveland Guardians,Rate Field
823043,2026-06-23,St. Louis Cardinals,Arizona Diamondbacks,Busch Stadium
824340,2026-06-23,Colorado Rockies,Boston Red Sox,Coors Field
824017,2026-06-23,Los Angeles Angels,Baltimore Orioles,Angel Stadium
823286,2026-06-23,San Diego Padres,Atlanta Braves,Petco Park
823210,2026-06-23,San Francisco Giants,Athletics,Oracle Park
823850,2026-06-24,Miami Marlins,Texas Rangers,loanDepot park
823613,2026-06-24,New York Mets,Chicago Cubs,Citi Field
823611,2026-06-24,New York Mets,Chicago Cubs,Citi Field
824583,2026-06-24,Chicago White Sox,Cleveland Guardians,Rate Field
824341,2026-06-24,Colorado Rockies,Boston Red Sox,Coors Field
824018,2026-06-24,Los Angeles Angels,Baltimore Orioles,Angel Stadium
823367,2026-06-24,Pittsburgh Pirates,Seattle Mariners,PNC Park
822965,2026-06-24,Tampa Bay Rays,Kansas City Royals,Tropicana Field
824259,2026-06-24,Detroit Tigers,New York Yankees,Comerica Park
822719,2026-06-24,Washington Nationals,Philadelphia Phillies,Nationals Park
822798,2026-06-24,Toronto Blue Jays,Houston Astros,Rogers Centre
824500,2026-06-24,Cincinnati Reds,Milwaukee Brewers,Great American Ball Park
823691,2026-06-24,Minnesota Twins,Los Angeles Dodgers,Target Field
823041,2026-06-24,St. Louis Cardinals,Arizona Diamondbacks,Busch Stadium
823284,2026-06-24,San Diego Padres,Atlanta Braves,Petco Park
823208,2026-06-24,San Francisco Giants,Athletics,Oracle Park
822961,2026-06-25,Tampa Bay Rays,Kansas City Royals,Tropicana Field
823366,2026-06-25,Pittsburgh Pirates,Seattle Mariners,PNC Park
823209,2026-06-25,San Francisco Giants,Athletics,Oracle Park
824258,2026-06-25,Detroit Tigers,Houston Astros,Comerica Park
822717,2026-06-25,Washington Nationals,Philadelphia Phillies,Nationals Park
822797,2026-06-25,Toronto Blue Jays,Texas Rangers,Rogers Centre
823612,2026-06-25,New York Mets,Chicago Cubs,Citi Field
824747,2026-06-25,Boston Red Sox,New York Yankees,Fenway Park
823042,2026-06-25,St. Louis Cardinals,Arizona Diamondbacks,Busch Stadium
824255,2026-06-26,Detroit Tigers,Houston Astros,Comerica Park
823363,2026-06-26,Pittsburgh Pirates,Cincinnati Reds,PNC Park
824824,2026-06-26,Baltimore Orioles,Washington Nationals,Oriole Park at Camden Yards
822796,2026-06-26,Toronto Blue Jays,Texas Rangers,Rogers Centre
824423,2026-06-26,Cleveland Guardians,Seattle Mariners,Progressive Field
822962,2026-06-26,Tampa Bay Rays,Arizona Diamondbacks,Tropicana Field
823610,2026-06-26,New York Mets,Philadelphia Phillies,Citi Field
824743,2026-06-26,Boston Red Sox,New York Yankees,Fenway Park
824582,2026-06-26,Chicago White Sox,Kansas City Royals,Rate Field
823773,2026-06-26,Milwaukee Brewers,Chicago Cubs,American Family Field
823688,2026-06-26,Minnesota Twins,Colorado Rockies,Target Field
823039,2026-06-26,St. Louis Cardinals,Miami Marlins,Busch Stadium
824014,2026-06-26,Los Angeles Angels,Athletics,Angel Stadium
823285,2026-06-26,San Diego Padres,Los Angeles Dodgers,Petco Park
823206,2026-06-26,San Francisco Giants,Atlanta Braves,Oracle Park
824257,2026-06-27,Detroit Tigers,Houston Astros,Comerica Park
824745,2026-06-27,Boston Red Sox,New York Yankees,Fenway Park
822794,2026-06-27,Toronto Blue Jays,Texas Rangers,Rogers Centre
823364,2026-06-27,Pittsburgh Pirates,Cincinnati Reds,PNC Park
823609,2026-06-27,New York Mets,Philadelphia Phillies,Citi Field
824581,2026-06-27,Chicago White Sox,Kansas City Royals,Rate Field
822960,2026-06-27,Tampa Bay Rays,Arizona Diamondbacks,Tropicana Field
824825,2026-06-27,Baltimore Orioles,Washington Nationals,Oriole Park at Camden Yards
824421,2026-06-27,Cleveland Guardians,Seattle Mariners,Progressive Field
823689,2026-06-27,Minnesota Twins,Colorado Rockies,Target Field
823770,2026-06-27,Milwaukee Brewers,Chicago Cubs,American Family Field
823038,2026-06-27,St. Louis Cardinals,Miami Marlins,Busch Stadium
823283,2026-06-27,San Diego Padres,Los Angeles Dodgers,Petco Park
823207,2026-06-27,San Francisco Giants,Atlanta Braves,Oracle Park
824015,2026-06-27,Los Angeles Angels,Athletics,Angel Stadium
824821,2026-06-28,Baltimore Orioles,Washington Nationals,Oriole Park at Camden Yards
823362,2026-06-28,Pittsburgh Pirates,Cincinnati Reds,PNC Park
822795,2026-06-28,Toronto Blue Jays,Texas Rangers,Rogers Centre
824256,2026-06-28,Detroit Tigers,Houston Astros,Comerica Park
824422,2026-06-28,Cleveland Guardians,Seattle Mariners,Progressive Field
822959,2026-06-28,Tampa Bay Rays,Arizona Diamondbacks,Tropicana Field
